ax,ay,az,gx,gy,gz,label
-0.37,-0.16,0.87,-0.24,2.93,3.11,o
-0.37,-0.16,0.87,-0.06,2.93,3.05,o
-0.37,-0.16,0.87,-0.24,2.93,2.99,o
-0.37,-0.16,0.87,0.00,3.05,3.17,o
-0.37,-0.16,0.87,0.00,3.05,3.23,o
-0.37,-0.16,0.87,-0.06,2.75,3.05,o
-0.37,-0.16,0.87,-0.12,2.87,3.17,o
-0.37,-0.16,0.87,0.00,2.75,3.05,o
-0.37,-0.16,0.87,0.06,2.87,3.11,o
-0.37,-0.16,0.87,-0.06,2.93,2.93,o
-0.37,-0.16,0.87,-0.06,3.11,3.05,o
-0.37,-0.16,0.87,-0.12,2.99,3.11,o
-0.37,-0.16,0.87,0.00,2.87,3.05,o
-0.37,-0.16,0.87,-0.18,2.99,3.11,o
-0.37,-0.16,0.87,0.00,2.93,3.17,o
-0.37,-0.16,0.87,-0.06,2.81,2.87,o
-0.37,-0.16,0.87,-0.12,2.99,3.05,o
-0.37,-0.16,0.87,0.00,2.99,3.23,o
-0.37,-0.16,0.87,-0.06,3.05,3.17,o
-0.37,-0.16,0.87,0.12,2.93,3.05,o
-0.37,-0.16,0.87,-0.06,2.93,2.87,o
-0.37,-0.16,0.87,-0.06,3.05,2.93,o
-0.37,-0.16,0.87,-0.12,2.99,3.05,o
-0.37,-0.16,0.87,0.06,3.23,2.99,o
-0.37,-0.16,0.87,0.00,2.99,3.05,o
