ax,ay,az,gx,gy,gz,label
-0.74,-0.08,-0.72,-0.06,2.99,3.11,o
-0.74,-0.08,-0.71,-0.31,2.93,3.11,o
-0.74,-0.08,-0.72,-0.06,2.93,3.11,o
-0.74,-0.08,-0.72,0.00,2.93,3.11,o
-0.74,-0.08,-0.71,-0.12,2.87,3.17,o
-0.74,-0.08,-0.71,-0.12,2.93,2.99,o
-0.74,-0.08,-0.71,0.00,2.99,2.99,o
-0.74,-0.08,-0.71,0.06,2.87,2.99,o
-0.74,-0.08,-0.71,0.00,2.99,3.17,o
-0.74,-0.08,-0.71,-0.18,3.05,2.93,o
-0.74,-0.08,-0.71,-0.12,3.05,3.17,o
-0.74,-0.08,-0.71,-0.06,2.81,3.05,o
-0.74,-0.08,-0.72,-0.06,2.75,3.17,o
-0.74,-0.08,-0.71,-0.24,2.93,2.99,o
-0.74,-0.08,-0.72,0.12,2.81,3.05,o
-0.74,-0.08,-0.71,-0.18,2.93,3.17,o
-0.74,-0.08,-0.72,0.00,2.93,3.05,o
-0.74,-0.08,-0.71,-0.18,3.11,3.05,o
-0.74,-0.08,-0.71,-0.18,2.99,3.11,o
-0.74,-0.08,-0.71,-0.18,2.93,3.11,o
-0.74,-0.08,-0.71,0.06,2.87,2.99,o
-0.74,-0.08,-0.72,-0.06,2.93,2.99,o
-0.74,-0.08,-0.71,-0.24,2.99,3.23,o
-0.74,-0.08,-0.72,0.06,2.87,3.17,o
-0.74,-0.08,-0.71,-0.18,2.93,3.17,o
-0.74,-0.08,-0.72,-0.12,2.99,3.11,o
-0.74,-0.08,-0.71,0.00,2.99,3.17,o
-0.74,-0.08,-0.72,-0.06,3.05,3.23,o
-0.74,-0.08,-0.71,-0.06,3.05,3.17,o
-0.74,-0.08,-0.72,-0.06,2.99,3.05,o
-0.74,-0.08,-0.71,-0.31,2.81,3.17,o
-0.74,-0.08,-0.71,-0.12,2.93,3.11,o
-0.74,-0.08,-0.72,-0.06,3.11,2.99,o
